Altitude(m),Precipitation(mm),Average Temperature (¡ãC),pH,TN(g/kg-1),AP (mg/kg-1),AK(mg/kg-1),SOC(%),Large-leaved variety,Medium-leaved variety,small-leaved variety,Years of planting,Replicates,mineral fertilizer,organic fertilizer,controlled-released fertilizer,mix fertilizer,N quantity(kg/y/hm2),P2O5 quantity(kg/y/hm2),K2O quantity(kg/y/hm2),organic fertilizer quantity(kg`y/hm2),optimized_target,original_target,optimized_N,original_N,N_reduction,N_reduction_percent,yield_change
562.5087863271746,1490.2594629039188,20.76,4.910125152090961,10.113999999999999,221.1265911523628,184.63805792057337,3.311528722019407,0.0,1.0,0.0,8.261937516196308,3.8,1.0,0.0,0.0,0.0,0.0,304.29861670993625,87.92617418901582,15599.2,386.5560242179324,150.0,0.0,420.0,420.0,100.0,236.55602421793242
1363.0,1951.383927101655,21.644588119797135,4.935374344632424,0.7389802066677955,465.9135102770257,257.1477583000882,5.51,0.0,1.0,0.0,22.96709734516436,3.4000000000000004,1.0,0.0,0.0,0.0,0.0,275.4127547710798,261.07141466211164,16810.31988419876,523.8366499391223,489.33,0.0,450.0,450.0,100.0,34.50664993912227
1107.0569396562194,1444.408145805994,20.76,5.292,9.146804572725486,810.48,203.05838939814475,4.4399999999999995,0.0,1.0,0.0,20.4,3.8,1.0,0.0,0.0,0.0,0.0,220.665461761348,79.60651285157998,13251.197130065397,438.8302251818012,147.75,0.0,155.34,155.34,100.0,291.0802251818012
639.6133536312162,1405.509419932212,20.320315272739375,4.2210052449669515,4.0676200193478325,554.7848770817137,271.5086374369039,1.5266381651258196,0.0,1.0,0.0,21.05523004802796,3.630226498671464,1.0,0.0,0.0,0.0,0.0,307.0567981846999,387.53046763819265,6623.945055424636,265.0099045812946,245.88,0.0,168.75,168.75,100.0,19.129904581294625
1237.029828603398,2000.0,15.534327317218496,5.7,0.18885237465870153,702.7478001005762,176.95096329182314,2.7374275575748155,1.0,0.0,0.0,25.0,3.0513205202235496,1.0,0.0,0.0,0.0,60.14773850527236,258.58417722941647,0.0,9817.300838719568,605.5034155064582,604.33,60.14773850527236,450.0,389.85226149472766,86.63383588771725,1.1734155064581273
1022.7613758550046,1289.674704322016,18.236399103724004,4.229870204303155,0.5510339820153504,702.5703383210539,122.05285757476747,2.1924691914541823,0.0,1.0,0.0,20.63390077197366,3.064917072805492,1.0,0.0,0.0,0.0,0.0,180.74685219591862,98.90279458886998,8701.820678655433,418.2535293639774,350.18,0.0,225.0,225.0,100.0,68.0735293639774
95.0,1487.73,17.42,4.4,1.2,91.68,218.56,1.07,0.0,1.0,0.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.33,296.33,0.0,0.0,0.0,0.0,0.0
365.30949241013127,1782.7389522082358,21.63945544079638,4.877536714850314,3.2273910221152384,869.2663158219518,179.98184593792774,1.3986878039196726,0.0,1.0,0.0,18.441514138157654,3.900818363349901,1.0,0.0,0.0,0.0,0.0,400.5019973927295,137.83580589356222,4978.917496744754,303.25164973918965,267.18,0.0,85.5,85.5,100.0,36.07164973918964
245.0,1475.9,21.4,4.31,1.14,47.3,201.42,1.98,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.52,217.52,0.0,0.0,0.0,0.0,0.0
435.09673053764334,1753.1599999999999,17.11518539120071,4.19873837631244,8.785434676826089,557.0483298457248,254.714,3.5112440992769027,0.0,1.0,0.0,7.011924994239216,3.8,1.0,0.0,0.0,0.0,0.0,296.4156671392384,234.99873613719132,12658.743961535729,286.45783683317705,188.01,0.0,310.68,310.68,100.0,98.44783683317706
915.9987872262249,1650.4348415327613,15.586520872629098,4.400306755833735,0.8459354813088606,14.4,194.76346143690017,3.361118002223501,1.0,0.0,0.0,6.772072339297161,3.0,0.0,0.0,0.0,1.0,144.45788185955467,0.0,73.75951099896639,5607.887918848883,707.7012176057439,695.67,144.45788185955467,270.0,125.54211814044533,46.49708079275753,12.031217605743905
354.8640283788983,1454.453723167233,15.287116335127278,4.092957099919607,5.538239822343979,233.9248616026109,219.5266652773193,3.031771807223892,1.0,0.0,0.0,9.208989989337375,3.209160423599413,0.0,0.0,1.0,0.0,0.0,81.11339559052075,144.483943427111,7130.805657769277,359.89727122431077,344.84,0.0,60.43,60.43,100.0,15.057271224310796
642.832475336995,1206.387030292739,12.6,4.884989073592461,7.088340573346967,538.5473803398223,138.44843945678835,2.7062296323997854,0.0,1.0,0.0,11.892091219422905,3.6227073203895785,1.0,0.0,0.0,0.0,0.0,3.713818181952731,163.27270264942246,11503.59778352227,298.1487348926571,147.75,0.0,155.34,155.34,100.0,150.3987348926571
306.3268874006252,1501.7221956251196,15.00039591399487,5.109123355198262,2.7000874263618595,748.8213311677968,184.1852298268284,2.3560739237250647,1.0,0.0,0.0,20.69823468688285,3.5752132059539514,1.0,0.0,0.0,0.0,0.0,59.87873832836004,269.03849589141504,13763.597843579617,264.42447356906735,100.49,0.0,54.9,54.9,100.0,163.93447356906734
560.0,1034.9,17.9,3.81,0.68,62.0,181.9,0.16,0.0,1.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.96,343.96,0.0,0.0,0.0,0.0,0.0
517.6315109736894,1106.243745594415,14.64,4.40008568557755,6.494052513046857,601.9667457074039,211.50611158739844,2.053212189376135,0.0,1.0,0.0,20.094064844319252,3.2,1.0,0.0,0.0,0.0,0.0,111.5360872378824,135.35157476896555,7793.518709991999,278.68152686971376,90.45,0.0,155.34,155.34,100.0,188.23152686971378
618.2616118682005,1353.207887252036,12.946460263196958,4.539962874604303,3.906211655855253,528.8909780725614,171.49498192712974,2.514680781437616,0.0,1.0,0.0,20.4,3.2219125226889043,1.0,0.0,0.0,0.0,0.0,176.86469440478953,88.04950697433749,12025.213211130183,404.7270846866796,250.68,0.0,310.68,310.68,100.0,154.04708468667957
652.4945750013912,1727.7720612036005,22.8,4.908792461269751,3.370045325201875,533.3051994920439,211.97467581020783,3.601810825563664,0.0,1.0,0.0,25.0,3.6469620169872683,1.0,0.0,0.0,0.0,0.0,126.87924159392378,264.51146701279345,17231.08047808789,490.7349791499335,439.11,0.0,375.0,375.0,100.0,51.624979149933495
192.924917261309,1282.9553549712714,14.64,4.143307986932445,7.6495974060464516,224.10742625374033,159.5586763188388,3.299594370509549,0.0,1.0,0.0,6.377355774402246,3.2,1.0,0.0,0.0,0.0,0.0,109.41721508428797,194.29362845997258,5047.641912914247,168.1732432544719,108.62,0.0,75.0,75.0,100.0,59.55324325447191
830.5404314436464,1314.6290133792213,17.618491868744965,5.508329306113248,10.113999999999999,810.48,250.80590152540333,2.4075056119965983,0.0,1.0,0.0,8.684568954204783,4.0,1.0,0.0,0.0,0.0,0.0,132.8363484216382,124.35024617753308,11406.221867408392,389.11168690856636,299.15,0.0,465.0,465.0,100.0,89.96168690856638
1112.0209841164142,2000.0,22.19390717588928,3.66,0.17,750.7817071387833,164.04912090458885,5.283134180531457,0.0,1.0,0.0,25.0,3.8,1.0,0.0,0.0,0.0,0.0,376.6982431142398,332.57128359092025,15797.407250681155,597.813647738859,597.33,0.0,450.0,450.0,100.0,0.48364773885896284
452.4300706293969,1101.081285495215,14.306134996216349,4.101085437268329,5.346344167671381,374.95081846952763,238.40732285828983,1.9095855970107207,0.0,1.0,0.0,11.621620360432937,3.136021849978111,1.0,0.0,0.0,0.0,0.0,34.1224380306071,153.73770592040484,8902.750660870743,232.66170963510942,143.35,0.0,45.02,45.02,100.0,89.31170963510942
510.8570145039906,1478.3055570115948,16.920242733501208,4.530756511031433,5.645335924748874,573.1080475286736,201.3461227514674,2.971914902091587,0.0,1.0,0.0,9.745853140346902,3.4059326305182793,1.0,0.0,0.0,0.0,0.0,151.76971729537098,312.6482622165586,4780.855290743418,273.16624944963496,90.45,0.0,155.34,155.34,100.0,182.71624944963497
349.40055391454416,1233.9730326534382,12.6,4.774911223388413,8.20157842585026,186.45336309603525,218.4011713170273,3.288285974388903,1.0,0.0,0.0,14.960319851792327,3.0,1.0,0.0,0.0,0.0,0.0,169.27894450790149,336.0,11436.984041972648,323.4388585109014,119.58,0.0,128.0,128.0,100.0,203.85885851090143
1066.0823617826998,1639.3146214499081,15.323645121148981,5.279617239031395,3.86362723478559,119.3474536422673,247.169409856282,4.393951910743094,0.0,1.0,0.0,18.459563587391603,3.8337098388650492,1.0,0.0,0.0,0.0,0.0,118.63546539947299,358.5757329927918,14671.168951073583,344.24293393559776,221.24,0.0,320.0,320.0,100.0,123.00293393559775
488.6432375779109,1535.7963500670448,14.68826897116305,4.638966764794277,2.804287573711905,754.1957724112729,200.89643985615987,5.014438788337552,0.0,1.0,0.0,17.965770794070426,3.2,1.0,0.0,0.0,0.0,0.0,168.77275037477966,116.49044459740388,8230.488933414297,380.21604266606,305.78,0.0,150.0,150.0,100.0,74.43604266606002
555.2654371069345,1555.9861501460334,22.8,5.292,11.87689808109554,575.2543936368165,266.90157747704023,2.211189670514747,0.0,1.0,0.0,19.125894108618557,4.0,1.0,0.0,0.0,0.0,0.0,92.51125122233182,305.3731943515692,14653.50534002449,334.02087938819415,236.18,0.0,300.0,300.0,100.0,97.84087938819414
1060.0,1316.9,17.07,4.53,0.57,15.0,237.0,1.37,0.0,1.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.78,353.78,0.0,0.0,0.0,0.0,0.0
125.0,859.1,14.6,5.41,1.12,48.7,258.3,1.25,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000.0,216.95,216.95,0.0,0.0,0.0,0.0,0.0
224.0,1378.3,19.92,4.2,1.52,35.6,184.0,1.02,0.0,1.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.77,317.77,0.0,0.0,0.0,0.0,0.0
1086.1605640191774,1012.64,14.99181806949379,4.0680000000000005,8.268592261560386,421.9333451288211,161.48219253235354,1.493423605231347,0.0,1.0,0.0,3.2350464818901976,3.0,1.0,0.0,0.0,0.0,0.0,258.1520800396087,156.5225146083451,8812.265591595373,142.4208991902027,87.79,0.0,155.34,155.34,100.0,54.6308991902027
521.7092079231812,1512.075361196246,17.865296951984064,3.7888073984438506,6.807651608714473,304.91845611148176,171.95271688305755,4.173981502086189,0.0,1.0,0.0,18.867402352087865,3.143774148876347,1.0,0.0,0.0,0.0,0.0,280.21066144214643,103.12498784485746,3984.8667451936685,395.0198215570771,376.39,0.0,315.0,315.0,100.0,18.629821557077094
170.6478107274454,1372.892979639222,12.6,3.66,9.10270537117129,551.0623332044722,178.816398662719,1.6330284857040833,0.0,1.0,0.0,9.707745162898725,3.2,1.0,0.0,0.0,0.0,0.0,97.44414466650326,173.55235588816782,9501.089779666632,219.56775291339773,124.41,0.0,117.18,117.18,100.0,95.15775291339773
313.3518983098611,1012.64,17.373286810244263,4.0680000000000005,3.555037629161626,336.0609148794715,196.92011062355922,2.250963992476991,0.0,1.0,0.0,21.397965937946132,3.0490983629440636,1.0,0.0,0.0,0.0,0.0,158.94449560939145,218.31662395699453,12633.03098701801,258.32100541682587,196.08,0.0,168.75,168.75,100.0,62.24100541682586
74.0,1300.0,16.4,3.98,0.17,182.6,227.34,0.28,0.0,1.0,0.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,80.0,100.0,0.0,69.93,69.93,0.0,0.0,0.0,0.0,0.0
701.0,1660.0,19.3,4.53,0.57,15.0,237.0,1.37,0.0,1.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600.3,168.48,168.48,0.0,0.0,0.0,0.0,0.0
243.69233506952742,1226.063151233202,17.466941270515377,4.863916434246122,7.6371692356551275,399.56854555811094,213.35746143793799,2.7400657972883136,0.0,1.0,0.0,17.73445623482096,4.0,1.0,0.0,0.0,0.0,0.0,420.0,396.73608049533414,15123.092677014956,258.7543803023606,238.9,0.0,300.0,300.0,100.0,19.854380302360568
423.3346820841141,1012.64,12.6,3.66,6.20341008718999,20.034692938152737,121.57,2.582328721841165,0.0,1.0,0.0,10.27716621028117,3.0,1.0,0.0,0.0,0.0,0.0,266.0433305348352,144.03100813624857,9114.875957336639,259.9135717802861,93.48,0.0,700.0,700.0,100.0,166.43357178028606
923.5862677177505,1725.5887892334067,15.487082041708055,4.0680000000000005,4.223234942300367,286.2454407137336,151.62036506743266,2.55619365812486,0.0,1.0,0.0,9.36912008443877,3.2,1.0,0.0,0.0,0.0,0.0,262.7411217119917,135.15602613081143,13293.071350158447,339.1047657097552,250.68,0.0,310.68,310.68,100.0,88.4247657097552
543.0,1540.0,19.3,5.64,0.63,30.0,181.3,0.92,0.0,1.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.93,153.93,0.0,0.0,0.0,0.0,0.0
1363.0,2000.0,12.6,4.203534621041659,0.17,14.4,171.86599363569098,5.51,0.0,1.0,0.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,195.45754202611744,13128.405656386316,595.5234762971216,584.06,0.0,450.0,450.0,100.0,11.463476297121701
1069.2868728471717,1255.8852585236934,22.8,5.683269153243687,0.3807598986707046,14.4,201.03738074349818,3.1657182630814393,1.0,0.0,0.0,12.396927343039076,3.3247195700038628,1.0,0.0,0.0,0.0,75.07048905767093,317.3484049583582,163.6949788263408,9833.196309469828,643.9796776815174,631.27,75.07048905767093,450.0,374.9295109423291,83.31766909829535,12.709677681517405
680.7466301571851,1536.3483504995359,21.68533941897706,5.7,9.558553172949672,401.4567391698848,246.24355358104054,2.5186737630903466,0.0,1.0,0.0,22.045561145570492,3.965431697495398,1.0,0.0,0.0,0.0,0.0,284.8868217483204,60.575226436736514,14311.761696734393,457.40837628409287,366.44,0.0,300.0,300.0,100.0,90.96837628409287
1237.2397003442743,1666.651900353079,22.8,5.616412559174915,7.167228293586753,443.8400446677444,280.73386231906215,2.854950208918606,0.0,1.0,0.0,20.4,4.0,1.0,0.0,0.0,0.0,0.0,42.98845145486057,336.0,16121.941893657244,442.628492889055,433.91,0.0,450.0,450.0,100.0,8.718492889054971
95.0,1488.5,17.42,4.4,1.2,91.68,218.56,1.07,0.0,1.0,0.0,25.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4800.0,216.2,216.2,0.0,0.0,0.0,0.0,0.0
559.5535608022522,1632.7012686120097,17.15507812236449,4.537607661616303,5.229302259453208,281.97356459866774,169.71938692005955,0.6664369605465439,0.0,1.0,0.0,16.458447556648615,3.2,1.0,0.0,0.0,0.0,0.0,108.18881355876022,89.00441653039059,2996.005445299139,204.90878386743466,129.72,0.0,155.34,155.34,100.0,75.18878386743467
631.2825929746875,870.6139862963647,13.089612334952147,3.66,5.585267916686499,383.8704330077114,164.35421298796473,3.555461675823426,0.0,1.0,0.0,10.154119243279101,3.0,1.0,0.0,0.0,0.0,0.0,127.52155264650057,176.90657931195884,14891.76624696172,165.4304954238185,131.54,0.0,240.0,240.0,100.0,33.89049542381852
1320.0,1514.0,17.7,5.04,1.04,87.0,245.0,2.0,1.0,0.0,0.0,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19499.0,255.21,255.21,0.0,0.0,0.0,0.0,0.0
539.2297909730469,1764.9524787877835,17.951714863785288,5.058823016555807,2.278180764596128,632.6605626754515,221.428,4.596009001492164,0.0,1.0,0.0,19.477763451154882,3.459741935037208,1.0,0.0,0.0,0.0,0.0,201.8904441248107,5.4327180919949285,8368.978808817437,403.4257130106535,401.78,0.0,300.0,300.0,100.0,1.6457130106535374
948.3886173209715,2000.0,22.8,5.7,10.113999999999999,610.2993090573285,212.22962388639033,0.5894076128006378,0.0,1.0,0.0,20.4,4.0,1.0,0.0,0.0,0.0,0.0,336.0,336.0,11700.743855952365,382.37595700849124,188.01,0.0,310.68,310.68,100.0,194.36595700849125
697.5589486206965,1188.7445529462984,20.76,5.292,6.055015631557083,225.61988270791966,167.7347269182175,3.0801488605882485,0.0,1.0,0.0,13.820037661577114,3.8,1.0,0.0,0.0,0.0,0.0,256.03105999936645,119.90739506810664,15599.2,356.360022194958,237.43,0.0,155.34,155.34,100.0,118.93002219495798
775.7205527826061,1055.18633264891,12.6,4.057371388292358,2.876076971089795,467.54096461885774,192.0439316471205,3.5657667613476303,0.0,1.0,0.0,8.29837204791091,3.2,0.0,0.0,0.0,1.0,0.0,157.43036821987943,107.31565167605217,4523.135909842043,179.96444811958014,130.29,0.0,675.0,675.0,100.0,49.67444811958015
713.5253144511897,1753.1599999999999,20.659300767870334,5.292,2.7925896944986093,339.3249879204401,254.714,2.387941189204004,0.0,1.0,0.0,8.095491894109033,3.668679920459882,1.0,0.0,0.0,0.0,0.0,186.35047974199114,113.99471117682305,5464.858904287956,377.88610678532297,97.35,0.0,310.68,310.68,100.0,280.536106785323
74.0,1461.0,16.4,5.5,1.7,18.2,151.6,2.75,0.0,1.0,0.0,19.0,3.0,1.0,0.0,0.0,0.0,0.0,80.0,100.0,0.0,148.32,148.32,0.0,0.0,0.0,0.0,0.0
600.0,1082.3,14.83,4.1,1.36,94.5,266.0,0.69,0.0,1.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.6,126.6,0.0,0.0,0.0,0.0,0.0
769.1162057727155,2000.0,17.44598466504846,4.876562528252693,9.298222433946973,537.2410989753836,254.714,1.4552237564492718,0.0,1.0,0.0,17.074161937338488,3.8,0.0,0.0,0.0,1.0,0.0,90.62505452368342,211.84736837323732,13067.364726551416,325.20636417964755,270.65,0.0,149.99,149.99,100.0,54.556364179647574
648.3830414487022,2000.0,18.510989807379755,5.146852513558497,4.6088001342753495,949.9934951222026,201.05850793328423,2.888236414334866,0.0,1.0,0.0,21.111432977820186,3.8343572129799584,1.0,0.0,0.0,0.0,0.0,388.85062803266675,209.3861856898567,10220.729340631962,417.38358247835254,391.53,0.0,300.0,300.0,100.0,25.853582478352564
332.0,1509.8,17.27,3.87,1.31,35.9,215.95,1.03,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,40.5,40.5,0.0,213.84,213.84,0.0,0.0,0.0,0.0,0.0
572.7152873571289,1015.7319425237583,17.417111926350184,4.545105417838797,9.317731489690884,592.6537344496987,227.64543723054703,2.657481157268027,0.0,1.0,0.0,18.372274979320395,3.3771837882344387,1.0,0.0,0.0,0.0,0.0,178.7253718818833,133.7298124986578,13265.580257437447,285.54362169900605,280.96,0.0,558.0,558.0,100.0,4.583621699006073
741.2213551664132,1140.6143617811422,14.079126742955946,4.427397813429469,8.31526802921127,174.6461965193491,131.9994888104926,1.4058489564720322,1.0,0.0,0.0,17.208448824679536,3.5591400060670826,1.0,0.0,0.0,0.0,0.0,121.24259266327472,105.68347571242339,4099.561068183596,270.19450437758053,173.33,0.0,112.5,112.5,100.0,96.86450437758052
701.0,1660.0,19.3,4.53,0.57,15.0,237.0,1.37,0.0,1.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600.3,164.38,164.38,0.0,0.0,0.0,0.0,0.0
531.1773230374146,1520.6973659895402,17.891547973051544,4.196574003737899,4.29783807919929,292.34320691629625,160.48672895470563,0.7610787243124891,1.0,0.0,0.0,5.860468553435978,3.184363157488757,1.0,0.0,0.0,0.0,0.0,192.56878789389407,91.14285756656946,12666.915261272366,370.9434709617634,92.07,0.0,8.96,8.96,100.0,278.8734709617634
800.0,1721.0,17.0,4.0,1.0,43.1,176.5,2.03,0.0,1.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.91,260.91,0.0,0.0,0.0,0.0,0.0
77.8,765.8,13.1,5.11,1.26,41.4,239.4,1.01,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.33,322.33,0.0,0.0,0.0,0.0,0.0
849.5443213000933,1703.0766423059388,19.561302703212196,5.053743021294844,4.145816674532871,810.48,185.30927613606298,2.9909016666427233,0.0,1.0,0.0,17.724270675273285,3.9542062252000627,1.0,0.0,0.0,0.0,0.0,336.0,295.6351638895577,9911.727171096658,379.1565772463736,276.9,0.0,310.68,310.68,100.0,102.25657724637364
1099.6203499104427,1970.0094234764783,13.341535815462231,4.373285906288912,0.7598559819159927,14.4,211.3591915725122,4.162702148686527,1.0,0.0,0.0,8.226606162488235,3.0,0.0,0.0,0.0,1.0,173.90307337981827,257.21829739572667,85.8043068598414,6124.296588300164,784.6189236078163,772.33,173.90307337981827,270.0,96.09692662018173,35.591454303771016,12.288923607816287
586.5534472400439,1253.6731559036828,14.831570028949534,4.330090778873585,7.098620120957845,516.3196085291773,148.2429609139416,3.7309378869719714,0.0,1.0,0.0,14.903990889226627,3.0818099125776004,1.0,0.0,0.0,0.0,0.0,269.51696641448785,96.00867607259592,9685.766854808857,370.0227060676721,256.62,0.0,168.75,168.75,100.0,113.40270606767211
680.0,1574.63,18.49,4.4,1.22,14.4,196.0,2.15,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,351.0,120.0,75.0,3000.0,804.33,804.33,351.0,351.0,0.0,0.0,0.0
1050.3595496990279,968.5885520180474,19.829703297291644,4.800794660567374,4.651077109255955,533.3091656840514,288.0,3.969227902217494,0.0,1.0,0.0,7.929715630177465,3.3603520788331784,0.0,0.0,0.0,1.0,0.0,148.22462629267892,288.2181628565842,13379.770484245873,270.50836559413733,247.72,0.0,420.0,420.0,100.0,22.788365594137332
277.0506955295604,1517.478850578968,14.647681179877996,4.78072641261101,4.893321647228824,424.89563074452667,276.66963969237725,3.020626260252966,0.0,1.0,0.0,11.269466909218982,3.3886378066005616,0.0,0.0,0.0,1.0,0.0,163.3309919844889,119.33769669256785,4150.034699598719,181.70112502118545,158.86,0.0,104.4,104.4,100.0,22.841125021185434
451.0,1431.0,20.22,3.82,1.2,52.0,221.0,3.97,0.0,1.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.2,436.2,0.0,0.0,0.0,0.0,0.0
917.2576089911967,1638.574674511437,17.262680237984068,5.484911543792241,8.86501030873388,468.01307816178917,164.6000815527459,2.628651954963208,0.0,1.0,0.0,19.45736148065458,3.2181582706428262,1.0,0.0,0.0,0.0,0.0,286.2474711240528,303.7387511066099,12467.71737845995,249.1383003557098,244.6,0.0,320.0,320.0,100.0,4.538300355709794
1074.4904337798293,1357.9635761896293,15.523940867210468,3.66,8.074607835235845,550.2236878629269,160.63606536512307,1.8521956182463961,1.0,0.0,0.0,7.554317831385575,3.8,0.0,0.0,0.0,1.0,0.0,233.47687622590723,214.48792901965277,8581.47772169804,368.4002659312003,221.23,0.0,350.0,350.0,100.0,147.1702659312003
1082.3222904292497,1796.0887761727968,14.054117230501689,5.649057394716839,6.901246430387445,591.2615692806532,288.0,3.9219358355843124,0.0,1.0,0.0,15.799999999999997,4.0,0.0,0.0,1.0,0.0,0.0,41.03783334362198,144.8075419108169,13474.176691524666,557.0534331335801,444.13,0.0,340.8,340.8,100.0,112.92343313358015
709.829897200817,1277.3304222764014,12.6,4.669124148219428,1.9024154737971177,433.86687224718514,209.1453663594271,4.592278765292865,1.0,0.0,0.0,11.746259546168488,3.0,1.0,0.0,0.0,0.0,0.0,114.77423045212504,246.68074988609516,10232.238645079331,389.9140704457054,351.51,0.0,68.53,68.53,100.0,38.40407044570543
