longitude,latitude,Altitude,Precipitation,Average Temperature,pH,TN,SOC,Large-leaved variety,Medium-leaved variety,small-leaved variety,mineral fertilizer,organic fertilizer,controlled-released fertilizer,mix fertilizer,N quantity,P2O5 quantity,K2O quantity,organic fertilizer.1,optimized_target,original_target,improvement
119.95,28.44,1084.5846956941414,1229.5696144666922,15.555389870008641,4.5989651311542,0.9378074650838271,2.5586516335554834,0,1,0,0,0,0,1,70.61413549223002,8.240392767374198,47.966562213676944,0.0056187867496463855,837.9451703366381,96.73,741.215170336638
119.36,28.56,1110.4756419547455,1288.816049937072,15.531949761532957,4.547245437540306,0.17,2.447870057788612,0,1,0,1,0,0,0,30.39543203031875,20.62904967484496,66.30553000012691,0.005491050050929251,793.0736924178706,79.57,713.5036924178705
103.63,30.35,0,1278.755069615681,23.46382656551721,4.612679013592419,0.17,2.5674780975478577,0,1,0,1,0,0,0,74.97774266883926,13.895133861099414,12.48413653263798,0.011396463857019756,704.4022674704116,589.78,114.62226747041166
103.86,30.71,1110.1100122594398,1233.7091004831198,22.93601517474902,4.463717516216009,9.298120206301391,3.124365713502024,0,1,0,1,0,0,0,80.65510483748275,18.133250081028073,50.821869333559256,0.005074808612031378,660.8517017235046,198.6,462.25170172350454
118.43,26.63,1089.107609054477,1895.984405186355,20.590759933361024,4.3651322994174,0.9806426082360137,2.615670066472608,0,1,0,1,0,0,0,60.500607512464285,10.347305357824789,32.559590718865806,0.0043601286689120295,692.0862843325649,132.83,559.2562843325649
119.95,28.44,1114.3405470201974,1250.8806322707771,15.441964461801742,4.631371861355915,0.966730186223723,2.700486286772351,0,1,0,0,0,0,1,94.53019130605601,8.228237243180791,65.92133714759667,0.005105548320172517,846.6717483035835,112.37,734.3017483035835
119.38,28.52,1117.5164111542829,1271.8399927643577,23.402008137548385,4.527701590951937,0.17,2.455709257781683,0,1,0,1,0,0,0,33.850944704310265,10.267138378728934,57.32712854877722,0,737.0905068595666,56.56,680.5305068595667
119.17,35.3,1229.462179286395,1247.195530431397,15.323741355512096,4.694940582595355,0.17,2.6068492323396457,0,1,0,0,1,0,0,98.15587767499295,18.13074702839055,12.427343792067688,3.598673745609676e-05,841.5231555285071,236.43,605.0931555285072
113.33,28.58,653.0571753134808,1270.290721733689,24.217699507592226,4.330613115759498,0.6124068303924022,2.143235708268827,1,0,0,1,0,0,0,94.44248676852328,15.969168703450915,22.601672356192136,0.0003783713886884718,768.0092110713823,149.77,618.2392110713823
116.78,23.81,1093.8773874845417,1265.8827008424819,27,4.601132809434669,0.21197391623124964,2.545776531116096,0,1,0,1,0,0,0,172.59702470086347,11.106039299478729,14.843031404672086,0.0002666111232591136,750.7366722805953,269.5,481.23667228059526
119.38,28.58,671.0917220971793,1273.6927976461645,15.499392250779094,4.476029809770892,0.9892522635947945,2.715960005745416,0,1,0,1,0,0,0,47.9184911292256,4.879646052887749,47.49220202955638,0.008139922194013612,715.7485498753692,129.72,586.0285498753692
113.08,28.25,1119.0034989745054,1272.239126806426,15.512466186742246,3.784713357956658,0.4948472194466364,2.4541919206597615,0,1,0,1,0,0,0,78.76640404158535,4.737704301588179,61.950684338992545,0.007766590276692483,768.3132574487007,189.13,579.1832574487007
88.24,26.88,952.4829590632313,1865.3353661225235,21.142921591621683,4.445239367724523,0.17,2.1477353546493685,1,0,0,1,0,0,0,96.34488421134128,10.591516218343992,34.772915858785346,0.005407506904481552,722.68751831945,92.07,630.61751831945
109.72,32.24,1096.2977580905751,1267.1520817655494,20.561968901704883,4.349561141542997,0.6587361779970772,2.4215627983068284,0,1,0,1,0,0,0,56.47192803556747,31.099067260532724,39.04321604890541,0.0002507133599486479,725.1994893713835,148.83,576.3694893713835
119.17,35.3,1112.3432392803938,1266.8804601497827,14.060698575111324,4.3323427629105105,0.17,2.3988084821428375,0,1,0,1,0,0,0,69.06545991947094,4.89961597280016,5.621809802544277,0.005515617667733257,794.2573216562652,234.45,559.8073216562652
100.98,22.8,960.1321501970488,1711.0683545751572,15.248082486568547,4.409841257363002,0.19085845378503216,2.418168155343464,1,0,0,1,0,0,0,71.00832634635557,20.242472213771258,53.34369525877565,0.005874231149840099,715.638606386728,325.25,390.38860638672804
114.92,31.95,1093.2105305635966,1782.5701653073697,15.433266184496208,4.350701520509135,0.17,2.423579924987913,0,1,0,0,0,0,1,106.37379791731325,19.604068397590673,14.39367838807882,0.004292572378394407,780.6567718058965,371,409.6567718058965
119.83,35.82,1111.0866467378312,1269.3132386111165,15.506003458349113,4.599114985988443,0.17,2.689047515912506,0,1,0,1,0,0,0,97.45360873786491,8.505158413440315,27.787459137940175,0.0155521,793.2784874784996,207.7,585.5784874784997
107.09,26.22,1100,1265.4,15.59,4.63,0.98,2.42,0,1,0,0,0,1,0,33.38988,4.7028,7.0542,0,979.75,979.75,0
100.33,22.13,932.7187695348227,2286.10288601809,22.457625051960967,4.388404344030015,0.17,2.1205979003909023,1,0,0,0,1,0,0,105.3570331618396,41.9843459418145,12.526572845621589,0,767.2943222637049,129.02,638.2743222637049
88.24,26.88,970.139210073734,1232.166540957529,15.39902016933669,3.830782748081238,0.17,2.6492921710335517,1,0,0,1,0,0,0,139.63485012755027,5.24883785060927,39.583226751257556,0.010158821894940858,725.2459984096594,79.72,645.5259984096593
113.78,23.16,0,2286.474315997741,25.83757675745143,4.598470091650117,0.17203453725849002,1.9694415845518207,1,0,0,1,0,0,0,32.986430926815274,11.347572781462638,47.857451467043376,0.013238573139259847,724.6865356473756,144.6,580.0865356473756
100.34,22.18,749.6651012370831,2021.5300158582636,22.583997844173837,4.393243405698973,0.17,2.1826858657818287,1,0,0,1,0,0,0,33.8558615063512,54.559292199053885,33.65239193139725,0.0002594097041595167,741.8228590962326,193.17,548.6528590962326
116.78,23.81,1094.414968048163,1266.7316903144126,22.69701596200002,4.659811816717235,0.17,2.42959185567068,0,1,0,1,0,0,0,144.53998471821708,15.419941400489629,27.0192274970103,0.013338890234941421,718.8613279466522,256,462.8613279466522
119.57,27.21,0,1269.0502369016024,23.359219050037318,4.6031149777636555,0.17625263103119995,2.207371983761269,0,1,0,1,0,0,0,103.10194368317735,15.070089906234825,51.94333399997119,0.00043051907436757327,702.4447864497434,355.73,346.7147864497434
119.38,28.58,1118.569828025593,1267.5610137614456,15.418403326190367,4.332213882954626,0.17,2.3895037869315257,0,1,0,1,0,0,0,29.81947069149297,14.783837578612637,66.18441185005403,0.012060213135365327,788.3060539944383,90.45,697.8560539944383
119.58,27.22,907.554483124897,1961.3250051614993,26.90217513289661,4.430710951501074,0.6406116109618245,2.1197691087698662,1,0,0,0,0,0,1,54.77215915851081,11.271801822312742,33.61768882683476,0.0058609527335155105,747.2548757856243,166.14,581.1148757856243
88.24,26.88,949.7943534312429,1278.0726079739345,15.481679894098487,4.396058873054657,0.17,2.1466698480160393,1,0,0,1,0,0,0,97.4856258633261,17.606829313998414,32.117426961964995,0,801.0939111463437,100.49,700.6039111463436
119.36,28.56,1106.3864356051433,1279.495483113771,15.30391049495096,4.6618010629615325,0.17,2.4079871196994462,0,1,0,1,0,0,0,70.13411467302952,46.721373989211024,44.85259735934417,0.00015127492416616998,804.4659208176158,192.12,612.3459208176158
118.55,25.62,1089.955158974524,2083.23698590029,15.372696795383474,4.4379268134913135,0.17,2.704150768895647,0,1,0,0,1,0,0,135.37507118242578,7.884181576381299,12.320544763185707,0.006524126272543608,764.8406150294494,320.72,444.12061502944937
120.68,29.93,1113.9155871871537,1278.3865364597614,15.392092727153189,4.573027983061273,0.17,2.644585078650934,0,1,0,1,0,0,0,66.58989565849693,15.864702889445287,35.85532300668602,0.003473219901867546,795.3966090828108,207.08,588.3166090828107
118,25.01,1164.797251754729,1283.6494307230507,15.727324987174603,4.525564574181432,0.24093610975513644,2.661348304390419,0,1,0,1,0,0,0,120.10197418099038,9.867542000515002,18.66462592255168,0.005345416626187951,763.2591841275189,218.51,544.7491841275189
106.79,22.33,1102.515570518546,1284.1352361044342,23.490021989255,4.315875122006682,0.9109023425965143,2.655099001270666,0,1,0,1,0,0,0,106.81067858275085,14.955432669838274,71.67660048738786,0.008536645796214088,714.6375114628897,181.14,533.4975114628897
119.36,28.56,1089.5899564732206,1275.4014505022678,23.20700126921289,4.431506392104582,0.2059329728687513,2.5981917445594687,0,1,0,1,0,0,0,59.37460291130104,15.159991056673402,46.347947721234746,0.0047717795851597395,725.1940980802457,197.61,527.5840980802457
100.98,22.8,991.4188672682884,1711.7696108008197,27,4.415461734566113,0.17488178614241903,2.105712072188716,1,0,0,1,0,0,0,93.64293672151571,33.96428990363809,28.171303253281327,0.004541407906754818,708.004077697337,522.46,185.544077697337
113.33,28.46,1108.1125481634183,1280.2120049772668,24.831072996687823,4.671118351884899,0.18586826913039362,2.3902372760994437,0,1,0,1,0,0,0,82.7450067538326,10.862096883503376,51.01425577835986,0.004388474358780595,728.7645661480096,118.89,609.8745661480096
100.98,22.787,963.622649032565,1280.843421110096,15.416813501805521,3.794319846618179,0.17,2.4442601605436387,1,0,0,1,0,0,0,139.0486928468616,4.828659076320201,60.68696409672503,0.010336139142692423,729.2547542762792,258.23,471.02475427627917
113.37,23.15,1106.7610219388976,1275.6807204517115,15.766117999639468,4.328661802559643,3.64089033294557,2.4319886329931513,0,1,0,1,0,0,0,80.73622542580709,4.908388533690763,32.93266076176804,0.004887910026242171,718.1747682813024,99.27,618.9047682813024
119.38,28.58,1407.9690108661541,1267.267519139416,15.262441625606295,4.478261342295531,0.17,2.3980408867277365,0,1,0,1,0,0,0,101.00266328846475,4.881693580499499,58.261935227214636,5.096166853198944e-05,800.5780016148653,88.44,712.1380016148653
119.68,27.63,1116.7423073438938,1269.203574490872,14.43135426832124,4.406155478996714,0.7365512880107999,2.693852409914816,0,1,0,1,0,0,0,89.47834480274133,4.953291094817763,28.59073336812913,0,804.4194214114598,260.91,543.5094214114597
114.92,31.95,1115.3976746289388,1707.877984938237,15.483752528688102,4.674885883616735,0.6950504445950267,2.6815495129247493,0,1,0,0,0,0,1,70.2593062322957,56.92416207938366,84.50814583269802,0.005469055087207847,766.8425594257192,176,590.8425594257192
100.45,21.958,959.8979189204915,1275.573604668427,20.188047616933513,4.35031542927316,0.17,2.1505136062830017,1,0,0,0,0,0,1,62.71004545099551,11.022117480437766,44.58387238616313,0,795.6547136710827,213.33,582.3247136710827
120.68,29.93,1119.282954281652,1272.6158769927395,19.896625115774473,4.389907885709174,0.9651666312163147,3.1071302305474355,0,1,0,1,0,0,0,61.19351251503893,18.725870537351128,49.06178489673489,0.0061630346216255336,716.6779143503942,195.75,520.9279143503942
109.62,25.79,1108.2416680501692,1288.4619340267516,12.6,4.597048340496574,0.17,2.443332976594062,0,1,0,0,0,0,1,93.4629920408575,20.745841866810355,32.59300952875307,0.004328019076805256,807.642947384884,184.1,623.542947384884
113.78,23.16,982.5020079745868,2144.6937366159354,23.44425999762748,4.346297179286553,0.17,2.199577506955477,1,0,0,1,0,0,0,179.169924268156,35.41614549049895,43.79700479245556,0,741.7049601720679,369.13,372.5749601720679
118,25.01,990.7459826509545,2355.7631839559936,24.352939835061573,4.6761961453481335,0.8525993906116274,2.664523656668621,0,1,0,0,0,0,1,29.79543387570257,10.9180938816661,48.34428081371418,0.005482471825030756,730.3548212408687,267.33,463.0248212408687
119.37,28.57,1118.793975247007,1222.2392065228617,15.64721419159851,4.577690506982165,0.9841265872635778,5.92,0,1,0,1,0,0,0,68.72833951243592,15.433063463362014,47.452159424509894,0.006111789472037056,748.6691676923184,240.63,508.0391676923184
113.31,28.53,979.1937846429047,1282.1960891825865,26.99986318133499,4.3301114145901405,0.6505214613423365,5.214656036218429,1,0,0,1,0,0,0,77.11998688192514,31.041724979339815,46.9814192114186,0.0003577437238047849,725.2915451343871,56.15,669.1415451343871
119.45,31.28,1084.0332991041353,1240.2138719912598,27,4.606414647597528,0.49281810507827917,2.490561766033937,0,1,0,1,0,0,0,79.74075827312308,41.82887850902501,12.237421333004328,0.006059981202715794,731.7883823595747,142.74,589.0483823595747
119.17,28.98,1173.183099338864,1279.8770796680062,18.480774813177316,3.7645111150290433,6.00100768711027,2.169153408992177,0,1,0,1,0,0,0,82.58155471338854,13.187669397912593,7.3809492041260825,0.004256465284567196,659.7677792858764,231.87,427.89777928587637
119.17,35.3,1080.7018666408476,1268.9371234206683,15.344420263026475,3.7988721813982194,0.19167804182811754,2.6760225399095576,0,1,0,1,0,0,0,36.623840373278895,7.998478663154822,45.346000825678345,0.00014598655878458855,787.5714437550077,236.18,551.3914437550077
106.18,29.13,977.5767603880971,1275.674255524766,19.94593229793352,4.651709462318572,0.4980791606771998,2.6687067826031656,0,1,0,1,0,0,0,182.93664864370817,13.969755843373175,41.59944526596138,0.005192812547753046,701.6856813634812,381.16,320.52568136348117
119.41,35.45,1095.8266652409086,1223.8026301966108,23.81364980496597,4.541058250322667,0.17,2.6375811101817024,0,1,0,1,0,0,0,83.54035369645621,26.27419576591011,5.411658063439988,0.006530880618807689,727.5448812763616,211.13,516.4148812763616
119.83,35.82,1106.186129024219,1277.3067205844686,24.530701894448253,4.3860624764084095,0.9768595286008493,2.547556883564987,0,1,0,0,0,0,1,31.36592280928071,16.796779457307615,55.06149530034253,0.012081578345211728,757.4789484437225,225.6,531.8789484437225
108.16,28.02,984.6895879617286,1237.099371309852,13.518271891104252,4.423637654283011,0.9695130438030404,2.4341014002203076,1,0,0,0,0,1,0,70.13499025064702,28.88145660256467,13.804701826716537,0,844.55956683206,635.78,208.77956683206003
118.43,26.63,1110.8791611980648,1786.924760884699,15.433020285035868,4.369791963107536,0.4775596913505981,2.4545089270605933,0,1,0,1,0,0,0,83.62656223413597,26.854363791614684,31.098973478458692,0,756.6030626266377,127.5,629.1030626266377
120.067,30.22,1096.859851829241,1236.4129694673657,20.76867338681284,4.426291527348975,0.17,2.4041119698693785,0,1,0,0,1,0,0,83.85298697489672,7.92141136465844,12.547044657814217,0,770.7521769649953,262.73,508.0221769649953
119.17,35.3,1101.1971559976778,1266.0884711067256,12.6,4.65154573376848,0.17,2.43637600941627,0,1,0,0,0,1,0,70.8751149837827,59.322375,64.96504396833151,0,882.6051217832603,238.83,643.7751217832603
116,28.37,1088.8662484864274,1230.6601365861254,22.999482873568812,4.597170866454164,5.894698707413085,2.506605621694191,0,1,0,1,0,0,0,98.8613515563649,13.736972161359013,28.531098005666447,0.0058690462734880145,669.1222907762861,385.78,283.3422907762862
106.79,22.33,1113.8106200899797,1686.2720649703438,15.358725047090184,4.325694594373861,0.17,2.6598245263033244,0,1,0,1,0,0,0,65.06121411137077,5.201478700393141,27.675886181458356,0.003491305885081398,761.3251439437391,186.06,575.2651439437391
106.98,25.74,1090.022560026555,1223.8640814597748,15.538697350309867,4.692975151490584,0.48118697774543256,2.4001803304343223,0,1,0,0,0,1,0,53.42449348283856,21.801653016734146,53.14201372625196,2.325123479513941e-05,923.7828124803061,453.29,470.4928124803061
100.33,22.13,957.7634560029103,1257.1376898801268,20.49788965980018,4.529622536431923,0.17,2.1401913284041854,1,0,0,1,0,0,0,55.5174787637145,34.247655062955246,12.376708836557594,0.00028148410702062796,775.6857742547696,139.09,636.5957742547696
119.17,35.3,1088.1957654451353,1287.6677622441275,23.341672329332738,4.389789874084309,0.9737533023403147,2.4439104799514393,0,1,0,0,0,0,1,73.6739529262372,16.341702661951324,48.21000585554698,0.005628957670371978,764.4542804558475,270.65,493.80428045584756
119.37,28.57,1118.0896122804281,1662.298039096394,15.22942959340296,4.408642640147091,0.18673287577007508,2.6041727715691203,0,1,0,1,0,0,0,103.51145478155398,5.235547233948973,13.959488928064241,0.006419157917855104,767.4059523910538,276.9,490.5059523910538
118.23,25.44,959.3678045350517,1283.6465272796577,15.407389108603775,4.591692145613245,0.5742173095787334,2.448660426619806,1,0,0,0,0,0,1,50.94482253330414,49.622138928847185,56.10953154120528,0.009200425150911053,747.7376326987518,613.67,134.06763269875182
119.17,28.98,1083.130582606457,1241.892903835732,12.6,4.38481874266518,0.5831820357155344,2.4521531983342233,0,1,0,1,0,0,0,70.10170247510229,20.245736072855202,21.629741412377776,0.006600048550029481,770.2974679811356,217.47,552.8274679811356
113.33,28.58,950.7363643898019,1774.3655399090262,13.144168373284687,4.459457072375855,0.1709498714837232,2.4126626652755623,1,0,0,0,0,1,0,82.71189834612464,37.52365952034834,73.97913110912509,0.0044143177898854375,740.3945202800508,189.79,550.6045202800508
120.067,30.22,1101.0013717354852,1231.80453461491,15.255357030567703,4.6846567519342805,0.20226323844455726,2.4176812568025783,0,1,0,0,1,0,0,86.59886348420976,8.353849914878221,14.753490044992084,0.003695766088568879,842.4358679127059,216.2,626.235867912706
120.52,29.74,1113.416956908839,1269.2746465215296,26.92078731600431,4.59994211991229,11.622635505787866,3.0831409761198207,0,1,0,1,0,0,0,68.03068634215002,41.758223117885635,12.280367437493219,0.006656779745098446,666.3898481069021,491.52,174.86984810690217
119.42,35.62,1104.971464958252,1268.5284521254987,23.268188433198596,4.634400911714514,12.6,2.5450219255176814,0,1,0,1,0,0,0,66.5138895578087,21.45948978550715,50.77541442090299,0.011544082257525134,659.4257944705163,164.07,495.3557944705163
119.37,28.57,1118.5277661592986,1275.891312461201,23.649570103347518,4.404060071730654,0.17,2.4652622360478587,0,1,0,1,0,0,0,48.79339802242414,9.775985621290934,12.395023920209729,0.0003226967006659011,752.0048179602151,237.43,514.5748179602151
114.92,31.95,1094.2877088965663,1232.8266635563896,18.686250958701784,4.628001855014527,0.7474215981375532,2.4396764143653593,0,1,0,1,0,0,0,149.13445189019058,13.29309177285047,28.389117934276864,0.0065445905027891466,712.5755402183423,176,536.5755402183423
118,25.01,1111.0267937567432,1267.3342207127257,15.549902809382221,4.428557084012416,7.667734192206595,2.565994007177506,0,1,0,1,0,0,0,103.01246933993515,21.196714429080803,35.0988918199964,0.006554156923645861,702.7179259076497,419.17,283.5479259076497
116.78,23.81,1116.1445034267385,1226.1504700724586,13.388357944178829,4.5036512230581325,0.97598544890309,2.386831947271948,0,1,0,1,0,0,0,105.64862467286437,53.02645300891386,74.60589290383724,0.006646629451213629,770.8002353621275,217.52,553.2802353621275
88.24,26.88,938.2172931924279,1669.6366339573717,23.987652859171728,4.543281341074593,0.17,2.1403012051378396,1,0,0,1,0,0,0,88.94304884264454,10.628359634398862,24.79007392317816,0.005190070199140359,729.706538323927,102.74,626.966538323927
113.08,28.25,1085.917428923329,1287.0473651396208,15.310920617524145,4.499161856235992,0.5759536371762621,2.204670615916228,0,1,0,0,0,0,1,68.67516934450907,6.497572971762809,23.133504526656445,0.00676282259138113,818.551470804333,191.28,627.271470804333
116,28.37,1114.9908951406194,1273.1569359984549,20.216965771412976,4.61755736378965,0.17,2.450597892754299,0,1,0,1,0,0,0,62.69904827996895,39.169936851103394,68.06299397422761,0.004599592148356553,706.9739552460669,524.44,182.53395524606685
103.86,30.71,1091.3954843938548,1227.7822094783128,15.48,4.603115207366766,0.4983941498866136,2.4563054733307714,0,1,0,0,0,0,1,70.93825109843401,37.03430792416884,34.63776903311684,0.01128678486396309,808.7436085981234,203.4,605.3436085981234
116.78,23.81,1107.1407674360423,1239.200231826605,25.841422088952854,4.653893607988754,0.6333934185449097,2.6998487536640887,0,1,0,1,0,0,0,41.84568980982033,58.13737092566611,67.86353477483615,0.004116909175544371,715.3496510027966,216,499.3496510027966
119.36,28.56,1107.6864304580092,1682.9408242003738,15.445319435771664,4.579346609342232,0.17,2.4212205323965676,0,1,0,1,0,0,0,81.57856576120449,5.391033808703932,30.64770998221655,3.8858369609434413e-08,788.7209024965498,87.79,700.9309024965498
120.84,30.09,1095.7765765369322,1266.757449558901,21.8016786219929,4.648361256513877,0.966154210528703,2.6538677035218687,0,1,0,1,0,0,0,60.81510487898754,11.151253610865986,51.90861800916098,0.004322293970165065,730.920238714364,347.8,383.120238714364
109.72,32.32,1107.5174670817044,1221.4147366561033,22.898120447791477,4.596141079146448,0.17,2.6936191255960287,0,1,0,1,0,0,0,60.524782271469704,51.70201863581488,14.665672703949278,0.004523530379993815,727.71249953901,148.02,579.69249953901
113.78,23.16,1.766360847483993,1706.0367319529348,25.48849126936992,5.627200223349578,0.4182052876387615,0.6080124764630384,1,0,0,1,0,0,0,11.747351609849696,38.34742815595398,21.506357876739397,0.00025712575548444375,781.7953468726491,599.2,182.5953468726491
116,28.37,1118.6963785443143,1784.5971917081868,15.55823684232493,4.4420545497245145,0.17,2.4358426317944586,0,1,0,1,0,0,0,165.23026566237414,8.064634828711242,40.48065876544034,0.005090704293941208,742.9332491833453,451.56,291.3732491833453
119.36,28.56,1087.0602890897896,1220.5106890992586,15.443416697992568,4.465394390035145,0.2442644986836795,2.647811799892007,0,1,0,1,0,0,0,32.93812242946704,26.88612951930764,52.94967470344195,0.0032034250987930954,776.2110241721715,242.37,533.8410241721715
119.36,28.56,1112.4409070153342,1233.6440985910654,18.48179473759335,4.597060751472267,0.17,2.596316554485953,0,1,0,1,0,0,0,81.01794047229856,15.423603992239304,12.487849123315371,0.00509779360595129,735.226569365497,129.72,605.506569365497
119.38,28.58,1116.2597681011835,1286.916176936853,15.308433766725019,4.568443758162084,7.521772340494114,2.429533695398343,0,1,0,1,0,0,0,50.365000185316106,4.950282449617417,48.22687579845252,0.0081311770054356,708.0200416799245,97.35,610.6700416799245
100.98,22.8,947.7173159786469,1253.5022680066018,22.796979271320104,4.350995023518866,0.17,2.126427149959064,1,0,0,1,0,0,0,31.607224619323695,47.49805743821322,54.7800503080762,0.005354533041775822,728.5041332187469,440.38,288.1241332187469
116.78,23.81,1114.3316371461256,1268.9799752821693,15.305854002601999,4.361185901584573,6.379145564934161,2.52034316183776,0,1,0,1,0,0,0,76.96498626425415,14.829407391281094,50.757005460718595,0.0056390210904545745,703.1014653262741,280.96,422.14146532627416
109.72,32.24,1500,1230.7624270024833,15.546515086196726,4.604366535690135,0.17,2.1449292868545595,0,1,0,1,0,0,0,90.36551401212104,10.341163043379579,8.543265985811196,0.000922033556455472,773.5976042494103,127.3,646.2976042494104
106.98,25.74,1116.8423488636997,1270.1886931253791,15.574706582885874,4.662781326828952,0.17,2.5900125061901553,0,1,0,0,0,1,0,130.27177822990768,11.117363868002103,32.49885189159058,0.012084131855020427,872.6886708585183,444.13,428.5586708585183
100.98,22.787,955.3174736308713,1274.3494071277448,23.410503787041417,4.554626900510499,0.53641408125966,2.387228994481464,1,0,0,0,0,0,1,75.6285745476606,11.088078157755785,14.115668813894759,0.015442394862748099,749.1990836735376,467.52,281.67908367353766
113.33,28.46,1106.295514685297,1278.6566196726324,12.6,4.509551180647083,0.17,2.6353597743774393,0,1,0,1,0,0,0,82.52493289371569,8.137124040112354,35.680473135837026,0.0052440961280287674,786.2886176606454,120,666.2886176606454
113.36,23.16,1112.4878149637045,1259.6463485180795,23.69628378525294,4.505750021328602,0.6257458693828836,2.3957227499666454,0,1,0,1,0,0,0,78.21900795247872,15.873908178970337,34.32380446621649,0.004640981785767226,731.8401710536459,557.13,174.71017105364592
119.38,28.58,1108.0103757076433,1776.6585560369028,15.356685780496557,4.350228269873657,0.49988883624769265,2.5443387552401617,0,1,0,1,0,0,0,90.42443631228525,34.688519935213336,32.063092866537204,0.005962974114874284,731.8793182325637,79.57,652.3093182325638
120.68,29.93,1090.9469551058764,1805.0833312394077,15.486578560725812,3.38,0.17,2.4300548973897116,0,1,0,1,0,0,0,167.6138687809863,17.462926668457637,14.631145783516985,0,724.1401494059666,69.93,654.2101494059666
109.72,32.32,1108.8177720376868,1249.8638510911103,15.443621172031154,4.48582864494136,0.17,2.683142199557957,0,1,0,1,0,0,0,80.48537006491998,4.96452797079119,87.571125,0.005404096061780103,805.0648036756338,153.55,651.5148036756339
113.36,23.16,1102.216876466864,1222.895196167469,15.232776880849578,4.368690413697726,0.9756415206980042,2.4260231288960643,0,1,0,1,0,0,0,43.745553980494506,36.2053577769321,19.11477882746999,0.0028678807991732056,790.804398840496,123.53,667.274398840496
119.58,27.22,923.8078090833901,1289.6199034839951,23.137332924084255,4.585490269040115,0.6620296950963344,2.600496983463818,1,0,0,0,1,0,0,82.14543006212455,10.656232527533465,48.399384035699114,0.005771839843185309,755.5149234357779,180.03,575.4849234357779
88.24,26.88,991.3827600103948,1972.0827266131691,27,4.5632708333234175,0.17,2.0921576219585813,1,0,0,1,0,0,0,235.6170041849215,10.474708076754894,12.47568860085834,0.011922352954935048,721.489150868708,107.79,613.699150868708
113.36,23.16,1118.6039501654077,1235.9061074555484,23.996692957738066,4.37648204381732,0.4921341519772853,2.4594475423443334,0,1,0,1,0,0,0,54.2621608107558,11.026562352633428,28.58846880121316,0.0023484204125070562,732.3433253853585,257.13,475.21332538535853
116,28.37,1085.9745938570713,1656.5889511332805,15.248458274938095,4.371119906823106,0.17,2.392098832313571,0,1,0,1,0,0,0,60.31915156120168,8.052329041222379,12.277914628654049,0.006022905063312388,767.2305287733531,493.58,273.6505287733531
119.58,27.22,956.8908076974643,1585.446516007906,25.29071370604542,4.574365506934859,0.17,2.1041815251332934,1,0,0,0,1,0,0,136.44378649254136,10.630398479944724,49.296564285010355,0.004386426650044735,731.0385297072362,168.86,562.1785297072362
