longitude,latitude,Altitude(m),Precipitation(mm),Average Temperature (°„C),pH,TN(g/kg-1),AP (mg/kg-1),AK(mg/kg-1),SOC(%),Large-leaved variety,Medium-leaved variety,small-leaved variety,Years of planting,Replicates,mineral fertilizer,organic fertilizer,controlled-released fertilizer,mix fertilizer,N quantity(kg/y/hm2),P2O5 quantity(kg/y/hm2),K2O quantity(kg/y/hm2),organic fertilizer quantity(kg`y/hm2),optimized_target,original_target,improvement
119.37,28.57,481.14962178137444,1623.5368035909325,18.296420469771547,5.168485197342475,0.17,617.2417111720632,226.41398242494154,2.6607592322227838,0,1,0,21.18567048972033,3.190271200738087,1,0,0,0,278.90482188597366,255.7945047124772,176.63388520082157,3951.8881882182463,484.77719644888094,237.43,247.34719644888094
121.59,29.67,871.7810399047116,954.119107295701,22.562647925563464,3.7629062411265304,1.379333390480829,208.41698426400183,145.26036032262311,4.746411126300247,0,1,0,20.161406530174332,3.5155657407700165,0,0,0,1,0,412.25046343718924,214.68797763022056,2060.166489178927,462.23935356502864,130.29,331.9493535650287
119.38,28.58,1203.2020342083017,1761.3127158512978,16.902721748098976,4.171722705500311,0.17,152.52048265775778,162.64071307423296,1.0288791887888245,0,1,0,3.580694934805748,3.0478600185048794,1,0,0,0,0.2791504313276221,348.84315190782536,87.46941815593632,14029.245205345213,527.0058581894621,97.35,429.65585818946204
120.68,29.93,758.8637320048372,1293.852902280229,18.61915223593614,4.201037216453382,0.17,578.6217548730568,243.36038861814492,2.570213101311772,0,1,0,8.372228004130978,3.2941968959431662,1,0,0,0,579.341988097589,126.84263587466603,345.2881155329713,5271.906506797712,484.77719644888094,148.32,336.45719644888095
109.72,32.32,997.933780495591,1588.9212453188675,17.93679161059429,4.707315305841879,0.17,354.59294412385725,184.96797143760668,2.657968620631766,0,1,0,15.945983842852417,3.6296464792182146,1,0,0,0,420.3736578025362,154.4580642116477,96.41610647204257,6130.104427778073,484.77719644888094,126.6,358.177196448881
119.17,35.3,444.547380016103,947.7139401353184,17.83709050396709,5.163976460075512,0.17,98.9745406590137,252.09482948179905,1.255036644801455,0,1,0,8.162471304513367,3,0,0,0,1,268.90126758257986,115.50593235046586,73.3025179067717,10893.166168419937,496.6259476141476,270.65,225.97594761414763
118,25.01,221.75768638405827,1303.207763100847,20.444141096832777,4.203142966149231,0.17,105.01599127583576,181.98815060173902,1.2795844909923382,0,1,0,11.09253972732937,3.0189242397812546,1,0,0,0,298.88622626993,130.5233922980854,72.72063654597059,4508.8270873929505,496.6259476141476,391.53,105.09594761414763
106.79,22.33,904.064229314438,1960.9365186598752,14.376214516210593,5.599622852978886,0.17,130.35566003817195,161.09707548400453,1.4845641276966535,0,1,0,11.075890474043883,3.238320595021931,1,0,0,0,332.10401020594907,199.46461120015258,1.734167895792588,4974.947363379833,496.7623676346185,213.84,282.92236763461847
116.78,23.81,1096.4187110793055,1976.994778096912,17.384855986203853,5.099348556003143,0.17,642.4562651038284,256.5511495614918,1.0968092663891815,0,1,0,14.415168995419808,3.226030629156985,1,0,0,0,700,53.162303225822484,206.163310614698,8470.359977023938,496.6259476141476,280.96,215.66594761414763
119.96,27.37,526.377622346167,1380.6050714516707,19.416103731006007,4.905081117316248,0.17,201.2953682534279,218.30231749858086,1.4135461582106625,1,0,0,13.045492843549768,3.7680872446897347,1,0,0,0,480.33841757769994,212.85650264493555,137.40342620047727,6175.003382737887,458.8446932264146,173.33,285.5146932264146
118.43,26.63,435.023981557239,1604.7110147031667,18.93796589853498,4.622455742842063,3.9097947183471495,380.08616108746696,235.97541660806826,1.5213482410108117,0,1,0,10.924500843073043,3.3034151102459623,0,1,0,0,0,111.04696819927273,153.70563941094582,4816.777502623641,472.95296455069507,164.38,308.5729645506951
88.24,26.88,508.90000000000003,1629.7399999999998,15.962231454729647,5.1482505298552095,0.17,308.4978749813617,162.9171552620139,1.5707885250621443,1,0,0,21.15132207766748,3.2106571958116694,1,0,0,0,218.96,103.94184261975442,47.316830093708425,5849.700000000001,458.8446932264146,92.07,366.7746932264146
119.68,27.63,556.2806283547327,1488.5683869446473,19.222769705133775,4.431335993364889,0.17,250.71991372156742,211.17923591108163,1.5459473582518113,0,1,0,4.180183525337636,3.2332670916603545,1,0,0,0,151.3882152721676,90.51258000022744,84.68392993501813,4216.054555941628,496.6259476141476,260.91,235.71594761414758
119.42,35.62,146.64002151520356,1546.7581506687898,16.753401479445163,5.340975654281682,0.17,730.6477550463569,199.52702892745776,1.353593865614934,0,1,0,7.446887634141495,3.0770476316663222,1,0,0,0,426.97188977895996,35.07780193007754,318.4229059931806,2137.792858211511,496.6259476141476,322.33,174.29594761414762
119.38,28.58,471.213873456613,1567.7249698181206,16.51975392885462,4.664016966284213,0.17,733.4997181756651,225.18256578017096,2.6246219648413316,0,1,0,8.270755191954148,3.3831981175583348,1,0,0,0,0,109.54625383563771,173.28682066426626,9012.702431678728,503.8404695028613,276.9,226.94046950286133
118.23,25.44,680,1574.63,18.49,4.4,1.22,14.4,196,2.15,1,0,0,7,3,0,0,0,1,270,120,75,3000,772.33,772.33,0
106.79,22.33,118.55890346820598,1470.1292170632219,17.80584681623879,4.173764083609735,0.17,107.10433492101842,173.4316466579009,1.5478285507588159,0,1,0,10.027889747602972,3.397809876390711,1,0,0,0,0,219.84669821257887,227.7457171538927,8292.53837558984,515.6892206681283,256.62,259.0692206681283
118.23,25.44,680,1574.63,18.49,4.4,1.22,14.4,196,2.15,1,0,0,7,3,0,0,0,1,351,120,75,3000,804.33,804.33,0
118,25.01,88.12964021427595,1588.738452732199,16.433695975237,3.7654598217533173,0.17,48.94015295237758,150.54831584336748,1.6189504673897233,0,1,0,7.985236156154761,3.0745260278489104,0,0,0,1,323.83118199144417,120.70343196727664,186.30273386028412,2268.866300919482,496.6259476141476,247.72,248.9059476141476
117.88,25.3,779.1385691015616,1356.0551689351714,19.787209030146705,4.209478343001208,0.1892419862103445,354.6210122732722,178.66560721246123,1.4652098873151398,0,1,0,5.121190355651558,3.0919222021460104,0,0,0,1,292.5423794204375,206.2910504897455,168.90850496752597,7563.71560641651,496.6259476141476,158.86,337.7659476141476
118.03,25.4,440.33154189874824,1390.75081283845,13.993892035401432,4.797520172024444,0.17,501.5148942694625,230.92937592261828,1.6333285788818137,0,1,0,11.461186328695172,3.2360247033850578,1,0,0,0,591.7521744271596,97.52723494481054,101.4354921125815,12304.289939729146,496.6259476141476,436.2,60.42594761414762
120.68,29.93,281.79405170227665,1482.3002137472213,15.402439914620352,4.771288637804751,0.17,739.7037995181682,239.19387698599493,1.6329510576627957,0,1,0,11.975285949610164,3.57963500951568,1,0,0,0,398.51644756757554,177.25788883309133,384.76955507158596,16343.420871604763,496.6259476141476,244.6,252.0259476141476
100.34,22.18,780.9198102610412,1584.9380170196212,18.077751134423423,4.744864139192703,0.17,786.247466302365,191.5626004202592,1.4080074278061396,1,0,0,6.042404797714237,3.60681022568351,0,0,0,1,403.8406115231084,214.70362406745474,289.72671403804975,11900.04523651287,458.8446932264146,221.23,237.61469322641463
106.98,25.74,923.7,1440.3200000000002,18.09,4.3260000000000005,0.17,114.51,220.357,0.8350000000000001,0,1,0,7.2386896648937125,3.1,0,0,1,0,270.8,90,114,1949.9,496.6259476141476,444.13,52.49594761414761
119.6,27.17,735.1610121555063,1688.18414813972,13.609919411792356,4.999554285858285,0.18445559656082655,145.74938748194592,233.47600344708036,1.3402587316524501,1,0,0,13.460403316369458,3,1,0,0,0,337.4782158817686,406.8236293546223,296.4803165989788,14456.49144118546,458.8446932264146,351.51,107.33469322641463
